"name","label","data_type","value_labels","n_missing","complete_rate","min","median","max","mean","sd","n_value_labels","hist","format.spss","display_width"
"codigomunic","Códigos municipales","haven_labelled","101. Ahuachapán,
102. Apaneca,
103. Atiquizaya,
104. Concepción de Ataco,
105. El Refugio,
106. Guaymango,
107. Jujutla,
108. San Francisco Menéndez,
109. San Lorenzo,
110. San Pedro Puxtla,
111. Tacuba,
112. Turín,
201. Candelaria de la Frontera,
202. Coatepeque,
203. Chalchuapa,
204. El Congo,
205. El Porvenir,
206. Masahuat,
207. Metapán,
208. San Antonio Pajonal,
209. San Sebastián Salitrillo,
210. Santa Ana,
211. Santa Rosa Guachipilín,
212. Santiago de la Frontera,
213. Texistepeque,
301. Acajutla,
302. Armenia,
303. Caluco,
304. Cuisnahuat,
305. Santa Isabel Ishuatán,
306. Izalco,
307. Juayúa,
308. Nahuizalco,
309. Nahuilingo,
310. Salcoatitán,
311. San Antonio del Monte,
312. San Julián,
313. Santa Catarina Masahuat,
314. Santo Domingo de Guzmán,
315. Sonsonate,
316. Sonzacate,
401. Agua Caliente,
402. Arcatao,
403. Azacualpa,
404. Citalá,
405. Comalapa,
406. Concepción Quezaltepeque,
407. Chalatenango,
408. Dulce Nombre de María,
409. El Carrizal,
410. El Paraíso,
411. La Laguna,
412. La Palma,
413. La Reina,
414. Las Vueltas,
415. Nombre de Jesús,
416. Nueva Concepción,
417. Nueva Trinidad,
418. Ojos de Agua,
419. Potonico,
420. San Antonio de la Cruz,
421. San Antonio los Ranchos,
422. San Fernando,
423. San Francisco Lempa,
424. San Francisco Morazán,
425. San Ignacio,
426. San Isidro Labrador,
427. Cancasque,
428. Las Flores,
429. San Luis del Carmen,
430. San Miguel de Mercedes,
431. San Rafael,
432. Santa Rita,
433. Tejutla,
501. Antiguo Cuscatlán,
502. Ciudad Arce,
503. Colón,
504. Comasagua,
505. Chiltiupán,
506. Huizúcar,
507. Jayaque,
508. Jicalapa,
509. La Libertad,
510. Nuevo Cuscatlán,
511. Santa Tecla,
512. Quezaltepeque,
513. Sacacoyo,
514. San José Villanueva,
515. San Juan Opico,
516. San Matías,
517. San Pablo Tacachico,
518. Tamanique,
519. Talnique,
520. Teotepeque,
521. Tepecoyo,
522. Zaragoza,
601. Aguilares,
602. Apopa,
603. Ayutuxtepeque,
604. Cuscatancingo,
605. El Paisnal,
606. Guazapa,
607. Ilopango,
608. Mejicanos,
609. Nejapa,
610. Panchimalco,
611. Rosario de Mora,
612. San Marcos,
613. San Martín,
614. San Salvador,
615. Santiago Texacuangos,
616. Santo Tomás,
617. Soyapango,
618. Tonacatepeque,
619. Ciudad Delgado,
701. Candelaria,
702. Cojutepeque,
703. El Carmen,
704. El Rosario,
705. Monte San Juan,
706. Oratorio De Concepción,
707. San Bartolomé Perulapía,
708. San Cristóbal,
709. San José Guayabal,
710. San Pedro Perulapán,
711. San Rafael Cedros,
712. San Ramón,
713. Santa Cruz Analquito,
714. Santa Cruz Michapa,
715. Suchitoto,
716. Tenancingo,
801. Cuyultitán,
802. El Rosario,
803. Jerusalén,
804. Mercedes La Ceiba,
805. Olocuilta,
806. Paraíso de Osorio,
807. San Antonio Masahuat,
808. San Emigdio,
809. San Francisco Chinameca,
810. San Juan Nonualco,
811. San Juan Talpa,
812. San Juan Tepezontes,
813. San Luis Talpa,
814. San Miguel Tepezontes,
815. San Pedro Masahuat,
816. San Pedro Nonualco,
817. San Rafael Obrajuelo,
818. Santa María Ostuma,
819. Santiago Nonualco,
820. Tapalhuaca,
821. Zacatecoluca,
822. San Luis la Herradura,
901. Cinquera,
902. Guacotecti,
903. Ilobasco,
904. Jutiapa,
905. San Isidro,
906. Sensuntepeque,
907. Tejutepeque,
908. Victoria,
909. Dolores,
1001. Apastepeque,
1002. Guadalupe,
1003. San Cayetano Istepeque,
1004. Santa Clara,
1005. Santo Domingo,
1006. San Esteban Catarina,
1007. San Ildefonso,
1008. San Lorenzo,
1009. San Sebastián,
1010. San Vicente,
1011. Tecoluca,
1012. Tepetitán,
1013. Verapaz,
1101. Alegría,
1102. Berlín,
1103. California,
1104. Concepción Batres,
1105. El Triunfo,
1106. Ereguayquín,
1107. Estanzuelas,
1108. Jiquilisco,
1109. Jucuapa,
1110. Jucuarán,
1111. Mercedes Umaña,
1112. Nueva Granada,
1113. Ozatlán,
1114. Puerto El Triunfo,
1115. San Agustín,
1116. San Buena Ventura,
1117. San Dionisio,
1118. Santa Elena,
1119. San Francisco Javier,
1120. Santa María,
1121. Santiago de María,
1122. Tecapán,
1123. Usulután,
1201. Carolina,
1202. Ciudad Barrios,
1203. Comacarán,
1204. Chapeltique,
1205. Chinameca,
1206. Chirilagua,
1207. El Tránsito,
1208. Lolotique,
1209. Moncagua,
1210. Nueva Guadalupe,
1211. Nuevo Edén de San Juan,
1212. Quelepa,
1213. San Antonio,
1214. San Gerardo,
1215. San Jorge,
1216. San Luis de la Reina,
1217. San Miguel,
1218. San Rafael Oriente,
1219. Sesori,
1220. Uluazapa,
1301. Arambala,
1302. Cacaopera,
1303. Corinto,
1304. Chilanga,
1305. Delicias de Concepción,
1306. El Divisadero,
1307. El Rosario,
1308. Gualococti,
1309. Guatajiagua,
1310. Joateca,
1311. Jocoaitique,
1312. Jocoro,
1313. Lolotiquillo,
1314. Meanguera,
1315. Oscicala,
1316. Perquín,
1317. San Carlos,
1318. San Fernando,
1319. San Francisco Gotera,
1320. San Isidro,
1321. San Simón,
1322. Sensembra,
1323. Sociedad,
1324. Torola,
1325. Yamabal,
1326. Yoloaiquín,
1401. Anamorós,
1402. Bolívar,
1403. Concepción de Oriente,
1404. Conchagua,
1405. El Carmen,
1406. El Sauce,
1407. Intipucá,
1408. La Unión,
1409. Lislique,
1410. Meanguera del Golfo,
1411. Nueva Esparta,
1412. Pasaquina,
1413. Polorós,
1414. San Alejo,
1415. San José,
1416. Santa Rosa de Lima,
1417. Yayantique,
1418. Yucuaiquín",0,1," 101"," 614"," 1418",713.4075970765176,391.93545827492073,262,"▆▅▃▇▅▂▃▅","F4.0","6"
"autorrepresentado","Municipio autorrepresentado","numeric",NA,0,1,"0.0e+00","1.0e+00","1.0e+00",0.6560267820149489,0.47503619141447806,NA,"▅▁▁▁▇","F1.0","6"
"znorte","Zona norte","numeric",NA,0,1,"0.0e+00","0.0e+00","1.0e+00",0.28097913455642287,0.44948104387458376,NA,"▇▁▁▁▃","F1.0","6"
"r004","Código de departamento","haven_labelled","1. Ahuachapán,
2. Santa Ana,
3. Sonsonate,
4. Chalatenango,
5. La Libertad,
6. San Salvador,
7. Cuscatlán,
8. La Paz,
9. Cabañas,
10. San Vicente,
11. Usulután,
12. San Miguel,
13. Morazán,
14. La Unión",0,1,"   1","   6","   14",7.041233696282671,3.906115493758797,14,"▆▅▃▇▅▂▃▅","F2.0","6"
"r005","Código de municipio","numeric",NA,0,1,"1.0e+00","8.0e+00","3.3e+01",9.284227448250716,6.14208485169397,NA,"▇▆▃▁▁","F2.0","6"
"r006","Código de cantón","numeric",NA,0,1,"0.0e+00","2.0e+00","4.1e+01",4.406586121745471,6.003084911191894,NA,"▇▁▁▁▁","F8.2","6"
"r015","Mes de levantamiento","haven_labelled","1. Enero,
2. Febrero,
3. Marzo,
4. Abril,
5. Mayo,
6. Junio,
7. Julio,
8. Agosto,
9. Septiembre,
10. Octubre,
11. Noviembre,
12. Diciembre",0,1,"   1","   6","   12",6.407083312617047,3.3374217564034576,12,"▇▅▇▅▅▇▅▇","F2.0","6"
"r017","Resultado final de la entrevista","haven_labelled","1. Completa,
2. Ausente temporal,
3. Rehúso,
4. Otros tipo A,
5. Desocupada,
6. Vacante usada temporalmente para negocio o almacenaje,
7. Otros tipo C,
8. Sin acceso a la información,
9. Por casos de covid 19",0,1,"   1","   1","    1",1,0,9,"▁▁▁▇▁▁▁▁","F1.0","6"
"r017otr","Otros","numeric",NA,60339,0,"     NA","     NA","     NA",NA,NA,NA," ","F2.0","6"
"r018","Número de orden del principal informante","numeric",NA,0,1,"1.0e+00","1.0e+00","8.0e+00",1.5991812923648054,0.8056242637676013,NA,"▇▁▁▁▁","F2.0","6"
"r019","Entrevista con boleta anexa","haven_labelled","1. Con boleta anexa,
2. Sin boleta anexa",0,1,"   1","   1","    1",1,0,2,"▁▁▁▇▁▁▁▁","F8.2","6"
"r020","Confiabilidad de la información","haven_labelled","1. Información confiable,
2. Informacion poco confiable,
3. Información no confiable",0,1,"   1","   1","    3",1.046470773463266,0.26110827719711605,3,"▇▁▁▁▁▁▁▁","F1.0","6"
"r021a","Número de miembros del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.4e+01",4.021561510797328,1.7476868432794177,NA,"▆▇▁▁▁","F2.0","6"
"r021b","Personas de 4 años y más del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.3e+01",3.768590795339664,1.6598424486716419,NA,"▇▇▂▁▁","F2.0","6"
"r022","Personas de 5 años y más del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.3e+01",3.701320870415486,1.6389897274955556,NA,"▇▆▂▁▁","F2.0","6"
"r024","Personas que se enfermaron del hogar","numeric",NA,0,1,"0.0e+00","0.0e+00","1.1e+01",0.6179585342813105,1.1584299551936974,NA,"▇▁▁▁▁","F2.0","6"
"r033","Personas de 4 años y más del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.3e+01",3.768590795339664,1.6598424486716419,NA,"▇▇▂▁▁","F2.0","6"
"r034","Personas de 5 años y más del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.3e+01",3.701320870415486,1.6389897274955556,NA,"▇▆▂▁▁","F2.0","6"
"r036","Personas que se enfermaron del hogar","numeric",NA,0,1,"0.0e+00","0.0e+00","1.1e+01",0.6179585342813105,1.1584299551936974,NA,"▇▁▁▁▁","F2.0","6"
"r039","Hogar con sección de pobreza multidimensional","haven_labelled","1. Hogar con sección de pobreza multidimensional,
8. Sin sección de pobreza multidimensional por ser una zona de riesgo,
9. Sin sección de pobreza multidimensional por rechazo del informante",0,1,"   1","   1","    1",1,0,3,"▁▁▁▇▁▁▁▁","F8.2","10"
"li","linea de pobreza","numeric",NA,0,1,"4.0e+01","6.2e+01","6.2e+01",51.765235917068566,10.885958700841806,NA,"▇▁▁▁▇","F8.2","10"
"smin","Salario mínimo promedio","numeric",NA,33498,0.44483667279868744,"3.6e+02","3.6e+02","3.6e+02",363.05,0,NA,"▁▁▇▁▁","F8.2","10"
"actpr","Estado ocupacional","haven_labelled","10. Ocupado,
20. Desocupado,
30. Inactivo",4304,0.9286696829579543,"  10","  25","   30",20.231141251003837,9.881879255050459,3,"▇▁▁▁▁▁▁▇","F2.0","10"
"actpr2012","Estado ocupacional","numeric",NA,4304,0.9286696829579543,"1.0e+01","2.0e+01","3.0e+01",20.164361559739447,9.870115408553039,NA,"▇▁▁▁▇","F2.0","11"
"actse","Estado ocupacional","haven_labelled","1. Ocupado pleno,
2. Subempleo visible,
3. Subempleo invisible,
4. Cesante,
5. Aspirante",43774,0.27453222625499263,"   1","   2","    5",2.0740718382131,1.1398818835452689,5,"▇▁▁▆▁▁▁▁","F1.0","10"
"aproba1","Número de grados aprobados","numeric",NA,3395,0.9437345663666948,"0.0e+00","6.0e+00","2.5e+01",6.6320420061815115,5.013434309825847,NA,"▇▅▅▁▁","F2.0","10"
"ciuo414","Grupo ocupacional (ciuo 08)","haven_labelled","1. Fuerzas Armadas,
2. Poder Ejecutivo, Legislativo, Directores de Administración Pública,
3. Profesionales, científicos e intelectuales,
4. Técnicos y profesionales de nivel medio,
5. Empleados de Oficina,
6. Trabajadores de los servicios y Vendedores de comercios y mercados,
7. Agricultores y trabajadores calificados agropecuarios y pesqueros,
8. Oficiales, Operarios y artesanos de artes mecánicas y otros,
9. Operadores de instalaciones, máquinas y montadores,
10. Trabajadores no calificados",33498,0.44483667279868744,"   1","   7","   10",7.066577251220148,2.1737324488121774,10,"▁▁▂▁▇▂▃▇","F2.0","10"
"ciiu416","Rama de actividad económica (CIIU Rev. 4)","haven_labelled","1. Agricultura, ganadería, caza y silvicultura,
2. Pesca,
3. Explotación de minas y canteras,
4. Industrias manufactureras,
5. Suministro de electricidad, gas y agua,
6. Construcción,
7. Comercio, hoteles y restaurantes,
8. Transporte, almacenamiento y comunicaciones,
9. Intermediación financiera, inmobiliarias,
10. Administración publica y defensa,
11. Enseñanza,
12. Servicios comunales sociales y de salud,
13. Hogares con servicios domésticos,
14. Actividades de organizaciones y órganos extraterritoriales",33498,0.44483667279868744,"   1","   7","   13",6.407622666815692,3.4877858006827864,14,"▃▃▁▇▁▂▁▂","F2.0","10"
"ciuo436","Grupo ocupacional (ciuo 08)","haven_labelled","1. Fuerzas Armadas,
2. Poder Ejecutivo, Legislativo, Directores de Administración Pública,
3. Profesionales, científicos e intelectuales,
4. Técnicos y profesionales de nivel medio,
5. Empleados de Oficina,
6. Trabajadores de los servicios y Vendedores de comercios y mercados,
7. Agricultores y trabajadores calificados agropecuarios y pesqueros,
8. Oficiales, Operarios y artesanos de artes mecánicas y otros,
9. Operadores de instalaciones, máquinas y montadores,
10. Trabajadores no calificados",57309,0.05021627802913542,"   1","   7","   10",7.43993399339934,2.0861732542499114,10,"▁▁▂▁▆▃▂▇","F2.0","10"
"ciiu438","Rama de actividad económica (CIIU Rev. 4)","haven_labelled","1. Agricultura, ganadería, caza y silvicultura,
2. Pesca,
3. Explotación de minas y canteras,
4. Industrias manufactureras,
5. Suministro de electricidad, gas y agua,
6. Construcción,
7. Comercio, hoteles y restaurantes,
8. Transporte, almacenamiento y comunicaciones,
9. Intermediación financiera, inmobiliarias,
10. Administración publica y defensa,
11. Enseñanza,
12. Servicios comunales sociales y de salud,
13. Hogares con servicios domésticos,
14. Actividades de organizaciones y órganos extraterritoriales",57309,0.05021627802913542,"   1","   6","   13",5.238613861386138,3.722394027000305,14,"▇▂▁▇▁▁▁▂","F2.0","10"
"d411b","Número de días trabajados la semana anterior","numeric",NA,33498,0.44483667279868744,"0.0e+00","6.0e+00","7.0e+00",5.420550650124809,1.548698124739599,NA,"▁▁▁▃▇","F1.0","10"
"d412b","Número de días habituales trabajados en la semana","numeric",NA,33498,0.44483667279868744,"0.0e+00","0.0e+00","7.0e+00",1.4411907156961365,2.402738591714979,NA,"▇▁▁▁▂","F1.0","10"
"gmed","Gasto del hogar en educación","numeric",NA,0,1,"0.0e+00","5.5e+00","1.3e+03",33.76346359734168,64.76225669864992,NA,"▇▁▁▁▁","F8.2","10"
"gmem","Gasto del hogar en empleo","numeric",NA,0,1,"0.0e+00","0.0e+00","8.3e+02",48.877994332024066,82.5371145236392,NA,"▇▁▁▁▁","F9.2","10"
"gmvi","Gasto del hogar en vivienda","numeric",NA,0,1,"0.0e+00","6.0e+01","2.3e+03",85.85574835512686,100.54417472268908,NA,"▇▁▁▁▁","F8.2","10"
"h411a","Horas trabajadas la semana anterior","numeric",NA,33498,0.44483667279868744,"0.0e+00","4.4e+01","7.2e+01",41.667337282515554,15.764460225678164,NA,"▂▂▆▇▂","F2.0","10"
"h412a","Horas habituales trabajadas en la semana","numeric",NA,33498,0.44483667279868744,"0.0e+00","0.0e+00","7.2e+01",8.185984128758243,14.133617700385217,NA,"▇▁▂▁▁","F2.0","10"
"imeds","Ingreso mensual por trabajo dependiente","numeric",NA,0,1,"0.0e+00","0.0e+00","2.5e+03",100.13515255473243,206.50083435835538,NA,"▇▁▁▁▁","F8.2","10"
"imei","Ingreso mensual por empleo independiente","numeric",NA,0,1,"0.0e+00","0.0e+00","6.2e+03",41.86139975803378,203.92671708040646,NA,"▇▁▁▁▁","F8.2","10"
"imes","Ingreso mensual por empleo secundario","numeric",NA,0,1,"0.0e+00","0.0e+00","6.0e+02",2.5229761845572516,23.263360580021487,NA,"▇▁▁▁▁","F8.2","10"
"imnl","Ingreso mensual por actividades no laborales","numeric",NA,0,1,"0.0e+00","0.0e+00","1.5e+03",13.158325792605114,65.72850185680849,NA,"▇▁▁▁▁","F8.2","10"
"ingfa","Ingreso mensual familiar","numeric",NA,0,1,"0.0e+00","5.3e+02","9.2e+03",691.6811017749714,611.5961341531491,NA,"▇▁▁▁▁","F8.2","10"
"ingneto","Ingreso neto por actividades agropecuarias","numeric",NA,0,1,"0.0e+00","0.0e+00","5.4e+03",3.1228868559306586,30.90589197021451,NA,"▇▁▁▁▁","F8.2","10"
"ingpe","Ingreso mensual percápita","numeric",NA,0,1,"0.0e+00","1.5e+02","5.6e+03",188.0319609207975,173.71494861146127,NA,"▇▁▁▁▁","F8.2","10"
"ingre","Ingreso por empleo y otros","numeric",NA,0,1,"0.0e+00","1.0e+00","6.3e+03",165.94843865493297,290.5029052587498,NA,"▇▁▁▁▁","F8.2","10"
"irefa","Ingreso por remesas","numeric",NA,0,1,"0.0e+00","0.0e+00","1.7e+03",56.89372081075258,129.75029840834128,NA,"▇▁▁▁▁","F8.2","10"
"irefb","Ingreso por remesas eventuales","numeric",NA,0,1,"0.0e+00","0.0e+00","8.3e+01",0.47614362186976916,4.364763377894917,NA,"▇▁▁▁▁","F8.2","10"
"ires","Ingreso por remesas en especie","numeric",NA,0,1,"0.0e+00","0.0e+00","8.3e+01",0.4238986393543148,3.4483940527981476,NA,"▇▁▁▁▁","F8.2","10"
"miemh","Miembros del hogar","numeric",NA,0,1,"1.0e+00","4.0e+00","1.4e+01",4.021561510797328,1.7476868432794177,NA,"▆▇▁▁▁","F2.0","10"
"miemh_exdomestico","Número de miembros del hogar excluyendo servicio doméstico","numeric",NA,0,1,"1.0e+00","4.0e+00","1.4e+01",4.01887668009082,1.747604106878503,NA,"▆▇▁▁▁","F2.0","19"
"money","Ingreso por trabajo dependiente o empleo independiente","numeric",NA,0,1,"0.0e+00","0.0e+00","6.2e+03",141.9965523127662,275.39964830073245,NA,"▇▁▁▁▁","F8.2","10"
"oia","Otros ingresos","numeric",NA,0,1,"0.0e+00","0.0e+00","6.7e+02",0.899834932630637,7.711904261159366,NA,"▇▁▁▁▁","F8.2","10"
"oimed","Otros ingresos mensuales por trabajo dependiente","numeric",NA,0,1,"0.0e+00","0.0e+00","8.0e+02",7.3707494323737555,31.559228272928046,NA,"▇▁▁▁▁","F8.2","10"
"pobreza","Condición de pobreza del hogar","haven_labelled","1. Pobreza extrema,
2. Pobreza relativa,
3. No pobres",0,1,"   1","   3","    3",2.5891380367589782,0.6661995358449866,3,"▁▁▁▂▁▁▁▇","F1.0","10"
"segm","Segmentación del mercado laboral","haven_labelled","1. Formal,
2. Informal,
3. Servicio doméstico,
4. Nunca ha trabajado,
5. Inactivo",30661,0.4918543562206864,"   1","   3","    5",3.2155805647280813,1.7835375006817862,5,"▅▃▁▁▁▁▁▇","F1.0","10"
"totayuda","Total de remesas","numeric",NA,0,1,"0.0e+00","0.0e+00","1.8e+03",57.79376307197666,131.44478996610678,NA,"▇▁▁▁▁","F8.2","10"
"r01a","Tiene el hogar algún miembro en el extranjero","haven_labelled","1. Sí,
2. No",0,1,"   1","   2","    2",1.8485390874890204,0.35850053626414075,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r01b","Total de miembros en el extranjero","numeric",NA,51200,0.1514609125109796,"1.0e+00","1.0e+00","2.2e+01",2.013896487580698,1.558771843225835,NA,"▇▁▁▁▁","F2.0","6"
"r01c","Hombres en el extranjero","numeric",NA,51200,0.1514609125109796,"0.0e+00","1.0e+00","2.0e+01",1.2021008863114127,1.1334523998092156,NA,"▇▁▁▁▁","F2.0","6"
"r01d","Mujeres en el extranjero","numeric",NA,51200,0.1514609125109796,"0.0e+00","1.0e+00","1.0e+01",0.8117956012692855,1.0090577113782977,NA,"▇▁▁▁▁","F2.0","6"
"r01e","Tiempo en el extranjero del más reciente","numeric",NA,51370,0.1486434975720512,"0.0e+00","6.0e+00","5.7e+01",8.976363028208272,8.09308983888566,NA,"▇▃▁▁▁","F2.0","6"
"r01f_a","País de residencia de los miembros en el extranjero","haven_labelled","36. Australia,
124. Canadá,
484. México,
724. España,
840. Estados Unidos,
999. Otros",51200,0.1514609125109796,"  36"," 840","  999",835.1144545355072,77.29521357526235,6,"▁▁▁▁▁▁▇▁","F3.0","6"
"r01f_b","País de residencia de los miembros en el extranjero","haven_labelled","36. Australia,
124. Canadá,
484. México,
724. España,
840. Estados Unidos,
999. Otros",60149,0.0031488755199787777,"  36"," 724","  999",468.06315789473683,393.6289395124817,6,"▇▁▁▁▁▅▂▃","F3.0","6"
"r01f_c","País de residencia de los miembros en el extranjero","haven_labelled","36. Australia,
124. Canadá,
484. México,
724. España,
840. Estados Unidos,
999. Otros",60309,4.971908715756257e-4,"  36"," 724","  999",491.76666666666665,344.4076056804999,6,"▇▁▁▁▁▇▁▂","F3.0","6"
"r01f_d","País de residencia de los miembros en el extranjero","haven_labelled","36. Australia,
124. Canadá,
484. México,
724. España,
840. Estados Unidos,
999. Otros",60339,0," Inf","  NA"," -Inf",NA,NA,6," ","F3.0","6"
